,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
312,9.0,0.46,0.31,2.8,0.09300000000000001,19.0,98.0,0.99815,3.32,0.63,9.5,6,"Prüm's 2007 Sonnenuhr auslese shows a typical youthful yeasty-leesy-sulfur funk, but also layers of ripe pear and citrus fruit lurking underneath. It's sweet but wonderfully balanced, plump and creamy in texture and long on the finish."
315,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,"Lovely, delicately silky, light-bodied and elegant, with charm and finesse. Some may find it lean in fruit, which emphasizes the acidity, but it's a connoisseur's Pinot Noir that gets better as it breathes. You have to understand complexity and subtlety in this variety to appreciate this bone-dry, cherry skin-tart wine. Best now through 2010."
317,9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,"A fine, fancy Cabernet. It shows Diamond Mountain's famously hard tannins, but they're so finely ground, the wine is actually drinkable now, with a brief decant. It's entirely dry, with complex waves of blackberries, cherries, currants, violets, mocha, minerals and, of course, plenty of sweet smoky oak."
319,9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,"The Heiligenstein vineyard is a great one, and from this Willi Bründlmayer produces three great wines. Of the three, this is the most accessible when young, already a complete wine, with minerality and also warmth from the very ripe, rounded fruits, just edged with crispness."
323,10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.9990000000000001,3.28,0.7,9.5,6,"Only 500 cases were produced of this thick, tannic, complex wine from Sonoma County. It's cellarworthy and hard, dry and astringent now in dense cherry, cassis and mocha flavors that finish with wonderful length and harmony. You can drink it now, but you must adjust for the tannins. Otherwise, cellar until at least 2008."
324,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,"Cantenac Brown is on a roll now, and even in lesser vintages. This is a full, ripe wine packed with black currant flavor, but also structured with solid tannins. With a juicy acidity on the finish, and boosted by its dry core, it's certain to age well. Drink from 2018."
325,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,"Perhaps a step behind Weil's other supersweet 2009s, this eiswein remains a prodigious effort. The candied pineapple and golden raisin notes are so intense, so concentrated that they're almost painful to taste, lingering virtually forever on the finish."
328,13.4,0.27,0.62,2.6,0.08199999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,6,"Flinty, with dense citrus rind phenolics, and great length. There are subtle traces of honey, lingering threads that suggest everything from apples to papaya."
330,10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,"A whiff of lanolin is a harbinger of maturity adding depth and complexity to this penetrating, fruity wine. Sunny, but puckering pink grapefruit shines on the palate, but it's limned by a deep mineral vein that extends the finish dramatically. Delicious now, but sure to develop well through at least 2025."
331,10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,"Intrigues on the nose, offering tantalizing hints of smoke, nuts and honey. But this wine is thick and sweet, and it clings to the sides of the glass, defying attempts to shake it out afterwards. The gooey marmalade flavors finish long and sticky."
332,8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,"A rich, creamy, sumptuous wine, with an impressive, decisive shaft of minerality and a stony, dense character. The name of the wine, referring to the granite and schist soil, is one of an extraordinary series reflecting different soil types made by Muscadet's top producer, Guy Bossard."
336,8.9,0.43,0.45,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,12.5,6,"Made from a barrel selection of Keefer Ranch grapes, this wine flirts in juicy grenadine and red licorice on the nose, before developing into a more complex expression of supple tannins and likable acidity. Ripe and blood-orange sweet on the finish, it delivers elegance and finesse without holding back on the appellation's exuberance of fruit."
338,12.4,0.49,0.58,3.0,0.10300000000000001,28.0,99.0,1.0008,3.16,1.0,11.5,6,"Shows a welcome return to form after the '06. This time, the butterscotchy oak plays a supporting role, allowing the pineapple, pear, guava and mineral flavors to shine. Beautiful and elegant."
340,12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6,"The vintage was kind to Frazier, whose red wines excelled in 2008. This Cabernet Sauvignon, made by Kirk Venge, is classic Napa Valley. It's dry, richly textured in tannins, and complex, offering intense waves of blackberries, black currants, crème de cassis and oak. Yes, the alcohol is high, but who's counting? As good as it is now, it should develop bottle complexity over the next 4–6 years."
341,10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6,"91-93. Barrel sample. This wine has density, with very dry, massive tannins. This is a wine for long-term aging; it has a solid texture, with its fruit well buried."
342,10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6,"Now that the color of this superb wine has gone to old gold, it has definitely become a gloriously mature Port. The color translates into sweetness, which is allied to acidity, richness and an immense intensity due to its long wood aging."
343,10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6,"The Mesa bottling has been a particular success for Riverbench in past vintages, and continues to be today. It's made from a special block in the estate vineyard, and always is unusually concentrated in red fruits, licorice and crushed baking spices, generously coated in sweet oak. It's a beautiful, silky wine of great charm and finesse. Drink now–2015."
344,11.9,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6,"Tank sample, 100% estate, May 1 '09 release. 180 cases; winery only. An unusually bright and racy style, with plenty of natural acidity, fresh lime and citrus, hints of white peach and a refreshing minerality. This is a glorious springtime white wine; you can almost taste the flowers. The impression of lime and citrus is immaculate and without any bitterness."
347,13.8,0.49,0.67,3.0,0.09300000000000001,6.0,15.0,0.9986,3.02,0.93,12.0,6,"A lovely Napa Cabernet, marked by ripe, rich flavors of blackberry and black currant and the smoky toast of oak barrel aging. Dry and tannic, it's a soothing, upscale Cabernet to drink over the next few years."
348,9.6,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,0.9979,3.11,0.92,10.0,6,"This is a barrel selection, presumably limited in cases. It's an extraordinarily rich, concentrated 100% Cabernet Sauvignon, made in the modern cult-style of massively extracted blackberries, black currants, cassis liqueur and chocolate, with oak bringing the usual sweet toast and vanilla complexities. This deserves its high score for sheer opulence and great Napa structure. Delicious now, and could easily age for at least 10 years."
349,9.1,0.785,0.0,2.6,0.09300000000000001,11.0,28.0,0.9994,3.36,0.86,9.4,6,"Brunello Fossacolle opens with a darkly concentrated color and aromas of tobacco, spice, chocolate and meaty, pulpy black fruit. The wine presents a bigger, inky style and shows good depth and density on the palate thanks to its extracted consistency, creaminess and overall intensity."
350,10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,6,"This seductive, beautiful Mourvèdre includes 22% Syrah, showing big berry fruit and an irresistable earthy, smoky quality wrapped around notes of leather and meat. This is a testament to Amador's increasing quality, and Andis is a producer to watch."
351,9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,"The Pioneer Block series from Saint Clair remains a reference point for Marlborough Sauvignon Blanc. This year, I had a slight preference for Block 3 from the low-lying Dillons Point subregion. It's grassy yet ripe, with flamboyant nectarine and gooseberry notes, plenty of weight and textural interest and a long, mouth coating finish."
354,6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,"Produced only in top years, this rich wine is impressive. It has great fruit, ripe strawberries and red currants bringing juicy fruitiness. There is also a more serious mineral texture that comes with tangy acidity. Age this wine for a few more months and drink from the end of 2017."
355,6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,"Firmly in the style of the vintage, this is dense, full-bodied Cornas, with plenty of fruit. Intense plum, coffee and black olive notes dominate, while the tannins are ripe and plush. Believe it or not, this is actually drinkable now, yet should age easily through at least 2025."
359,12.6,0.38,0.66,2.6,0.08800000000000001,10.0,41.0,1.001,3.17,0.68,9.8,6,"An elegant, elaborate Pinot Noir, clearly well grown. The structure is impeccable, with brisk, citrusy acidity and finely ground tannins. The flavors show long hangtime ripeness, flooding the mouth with raspberries, Dr. Pepper cola and exotic pie spices. There's even a note of balsam and mushrooms. Very fine now, with decanting, but should develop bottle complexity over the next six years."
361,8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,"This is an impressive wine from a great Bordeaux year. It is beginning to develop its tannins and the huge, pure, rich, black fruit is coming up. But with its acidity, its layers of wood flavors and its structure, this is a wine which has years ahead of it. Just don't drink it yet, however tempting that may be."
365,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6,"Dense and concentrated, thick and silky with blueberries, boysenberries and sweet black fruit. It shows layers of earth, toast, coffee grounds, running into gently introduced barrel flavors of butterscotch and vanilla cream."
371,7.9,0.24,0.4,1.6,0.055999999999999994,11.0,25.0,0.9967,3.32,0.87,8.7,6,"Although 2008 was not a general vintage, some estates have released vintage Ports. Noval's Vintage, just bottled at the time of tasting, is a delicate and perfumed wine, elegant rather than powerful, with delicious black berry fruits to go with the rich core of sweet tannins."
372,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,"Stewed tomatoes, black pepper and pencil shavings kick off this intriguing wine. It then hits the palate with remarkable suavity and ends with a long strawberry finish. In between, the spice rack rules, making this a suitable pairing for Indian curries or other adventurously seasoned cuisine."
374,14.0,0.41,0.63,3.8,0.08900000000000001,6.0,47.0,1.0014,3.01,0.81,10.8,6,"91—93 Barrel sample. Intense and rich, with powerful honey flavors. This is a wine that will impress by its power, but will probably also age well."
376,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,"From one of the best vineyard sites in the Barbaresco-making village of Neive, this offers aromas of raspberry, tilled soil, tobacco and chopped herbs. The chewy, delicious palate doles out juicy black cherry, crushed blackberry and baking spice alongside enveloping, velvety tannins and fresh acidity. It's a superb Barbera."
378,11.4,0.625,0.66,6.2,0.08800000000000001,6.0,24.0,0.9988,3.11,0.99,13.3,6,"This is a powerful, rich, toasty Garnacha, with grit, earth and spice galore on the bouquet. It feels tough, masculine and tannic, with a mix of beefy black-fruit flavors elevated by molasses and spice. Firm and showing some burn on the finish, along with notes of black licorice and peppery spice. Only 200 cases made. Drink now–2016."
379,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6,"The fine tannins and perfect acidity give structure to this ripe Pinot Noir, making it instantly likeable now, but it's really a wine to guard for a few years. Thoroughly dry, it shows rich, deep flavors of red and black cherry purée, Dr. Pepper cola, anise and sandalwood, leading to a long, spicy finish. Cellar this lovely wine until 2011, if you can keep your hands off it."
380,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,"Explosively rich and unctuous, this verges on being fat and overblown, then takes a few mincing steps back from the edge. Grilled apricot and peach flavors coat the palate, coming to a climax on the long, oily, fruit-filled   finish."
381,13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,"This low-alcohol (10.4%) dessert wine, finished with 11% residual sugar, is absolutely spot-on. Layers of textural detail amplify the concentrated core of lemon drop and candied orange, and an orange pekoe tea character adds still more flavor interest through the finish."
382,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,"An intense concentration of blackberry and cassis fruit marks this dry, opulent wine. It could easily be a Cabernet Sauvignon, with its rich vein of tannins and distinguished structure. Although it's a bit hot in alcohol, it represents one of the more successful varietal bottlings of Petit Verdot, which is normally a blending grape. Drink now–2014."
383,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,"Earth, apple and citrus align on the nose. The palate brings out more earthiness but also pits the notions of mellow baked apple against absolutely tart lemon freshness. Stone and earth cling constantly to these flavors and draw you in. The palate is pure and slender, totally dry and taut. The finish is of lasting lemon zest. This needs time but is full of promise. Drink 2020–2035."
